order_id,customer_id,store_id,order_date,order_status,payment_method,shipping_cost
11499,5229,106,2024-05-30,Completed,Credit Card,0.0
11500,5080,101,2024-05-30,Completed,PayPal,24.99
11501,5643,106,2024-05-30,Completed,Store Financing,0.0
11502,6441,105,2024-05-30,Completed,PayPal,0.0
11503,6371,107,2024-05-31,Completed,Store Financing,0.0
11504,6033,101,2024-05-31,Completed,Credit Card,24.99
11505,5095,101,2024-05-31,Completed,Store Financing,9.99
11506,5987,107,2024-05-31,Completed,Credit Card,0.0
11507,5565,101,2024-05-31,Completed,Credit Card,24.99
11508,5170,101,2024-05-31,Completed,Store Financing,0.0
11509,5039,105,2024-05-31,Completed,Store Financing,0.0
11510,5475,101,2024-05-31,Completed,PayPal,9.99
11511,5544,104,2024-06-01,Completed,PayPal,0.0
11512,5963,105,2024-06-01,Completed,Credit Card,0.0
11513,5914,106,2024-06-01,Completed,Credit Card,0.0
11514,5360,106,2024-06-01,Completed,Credit Card,0.0
11515,5658,102,2024-06-01,Completed,PayPal,0.0
11516,6043,101,2024-06-01,Completed,Bank Transfer,24.99
11517,6016,101,2024-06-01,Completed,Bank Transfer,0.0
11518,6434,102,2024-06-01,Completed,Credit Card,0.0
11519,5986,101,2024-06-01,Completed,Credit Card,24.99
11520,6336,107,2024-06-01,Completed,Store Financing,0.0
11521,5625,103,2024-06-01,Completed,Apple Pay,0.0
11522,5892,106,2024-06-01,Returned,Bank Transfer,0.0
11523,6137,101,2024-06-01,Completed,Apple Pay,9.99
11524,5648,105,2024-06-01,Completed,Store Financing,0.0
11525,5427,106,2024-06-01,Completed,Bank Transfer,0.0
11526,6252,104,2024-06-01,Returned,Apple Pay,0.0
11527,5224,105,2024-06-01,Completed,Credit Card,0.0
11528,5208,103,2024-06-01,Completed,Credit Card,0.0
11529,6016,105,2024-06-01,Completed,PayPal,0.0
11530,5705,105,2024-06-02,Completed,Apple Pay,0.0
11531,5334,104,2024-06-02,Completed,Apple Pay,0.0
11532,6086,102,2024-06-02,Completed,Store Financing,0.0
11533,6020,101,2024-06-02,Completed,PayPal,0.0
11534,5601,101,2024-06-02,Completed,Credit Card,24.99
11535,6408,106,2024-06-02,Completed,Store Financing,0.0
11536,5092,101,2024-06-02,Returned,PayPal,9.99
11537,5529,101,2024-06-02,Completed,Store Financing,0.0
11538,5832,101,2024-06-02,Completed,Credit Card,9.99
11539,5595,105,2024-06-02,Completed,Store Financing,0.0
11540,6056,101,2024-06-02,Returned,Apple Pay,9.99
11541,6050,101,2024-06-02,Completed,Store Financing,9.99
11542,5332,102,2024-06-02,Completed,Apple Pay,0.0
11543,6374,101,2024-06-02,Completed,Apple Pay,24.99
11544,6467,105,2024-06-02,Completed,Apple Pay,0.0
11545,6387,105,2024-06-03,Completed,Bank Transfer,0.0
11546,5768,101,2024-06-03,Completed,Apple Pay,24.99
11547,6095,101,2024-06-03,Completed,PayPal,9.99
11548,6050,103,2024-06-03,Completed,Store Financing,0.0
11549,5298,101,2024-06-03,Completed,Bank Transfer,14.99
11550,5868,101,2024-06-03,Returned,Bank Transfer,0.0
11551,5648,101,2024-06-03,Completed,Bank Transfer,0.0
11552,6399,101,2024-06-03,Completed,Credit Card,14.99
11553,5657,101,2024-06-03,Completed,Credit Card,14.99
11554,5063,101,2024-06-03,Completed,Apple Pay,9.99
11555,5143,101,2024-06-03,Completed,Apple Pay,0.0
11556,5612,107,2024-06-03,Completed,Credit Card,0.0
11557,6068,107,2024-06-04,Completed,Credit Card,0.0
11558,5443,103,2024-06-04,Completed,Apple Pay,0.0
11559,5080,101,2024-06-04,Completed,Credit Card,0.0
11560,5272,101,2024-06-04,Completed,Credit Card,14.99
11561,6191,103,2024-06-04,Completed,Apple Pay,0.0
11562,6016,106,2024-06-04,Completed,Store Financing,0.0
11563,5686,101,2024-06-04,Completed,Credit Card,9.99
11564,5579,105,2024-06-04,Cancelled,Credit Card,0.0
11565,5958,101,2024-06-04,Completed,Bank Transfer,0.0
11566,5354,101,2024-06-04,Completed,Credit Card,0.0
11567,5272,101,2024-06-04,Completed,PayPal,9.99
11568,5754,101,2024-06-04,Completed,Bank Transfer,0.0
11569,6175,106,2024-06-05,Completed,Store Financing,0.0
11570,5034,101,2024-06-05,Completed,Credit Card,24.99
11571,6352,101,2024-06-05,Completed,Credit Card,14.99
11572,5343,101,2024-06-05,Completed,Bank Transfer,14.99
11573,6447,101,2024-06-05,Completed,PayPal,9.99
11574,5355,108,2024-06-05,Completed,Credit Card,0.0
11575,5547,101,2024-06-05,Completed,Apple Pay,24.99
11576,5039,105,2024-06-05,Completed,Apple Pay,0.0
11577,5734,101,2024-06-05,Completed,Apple Pay,14.99
11578,5349,101,2024-06-05,Completed,Credit Card,9.99
11579,5760,107,2024-06-05,Completed,PayPal,0.0
11580,6375,101,2024-06-06,Completed,Bank Transfer,14.99
11581,5366,101,2024-06-06,Completed,Store Financing,9.99
11582,5630,101,2024-06-06,Completed,Credit Card,9.99
11583,5705,101,2024-06-06,Cancelled,Apple Pay,9.99
11584,6070,107,2024-06-06,Completed,Credit Card,0.0
11585,5133,101,2024-06-06,Cancelled,PayPal,24.99
11586,5315,104,2024-06-06,Completed,PayPal,0.0
11587,6171,102,2024-06-06,Returned,Apple Pay,0.0
11588,5185,101,2024-06-06,Completed,PayPal,24.99
11589,5595,105,2024-06-06,Completed,Store Financing,0.0
11590,5143,104,2024-06-06,Completed,Credit Card,0.0
11591,5459,101,2024-06-06,Completed,Store Financing,14.99
11592,6357,101,2024-06-06,Completed,Apple Pay,24.99
11593,5860,101,2024-06-06,Completed,Credit Card,24.99
11594,5705,101,2024-06-06,Completed,Bank Transfer,9.99
11595,5315,101,2024-06-07,Returned,PayPal,0.0
11596,5220,103,2024-06-07,Completed,Apple Pay,0.0
11597,5372,101,2024-06-07,Completed,PayPal,0.0
11598,6110,101,2024-06-07,Completed,Store Financing,0.0
11599,5930,101,2024-06-07,Cancelled,Credit Card,0.0
11600,6081,102,2024-06-07,Cancelled,Bank Transfer,0.0
11601,6033,101,2024-06-07,Completed,Store Financing,9.99
11602,6032,101,2024-06-07,Completed,Credit Card,9.99
11603,5066,101,2024-06-07,Completed,Bank Transfer,0.0
11604,5118,102,2024-06-07,Completed,PayPal,0.0
11605,5018,101,2024-06-07,Completed,Store Financing,9.99
11606,5839,101,2024-06-07,Completed,Store Financing,9.99
11607,6441,105,2024-06-07,Completed,Apple Pay,0.0
11608,5175,101,2024-06-07,Completed,Credit Card,24.99
11609,6068,101,2024-06-07,Completed,Store Financing,14.99
11610,5385,105,2024-06-07,Completed,Store Financing,0.0
11611,6010,102,2024-06-07,Completed,Apple Pay,0.0
11612,5555,101,2024-06-08,Completed,Apple Pay,24.99
11613,5173,105,2024-06-08,Completed,PayPal,0.0
11614,6057,104,2024-06-08,Completed,Credit Card,0.0
11615,5271,101,2024-06-08,Completed,PayPal,24.99
11616,6169,101,2024-06-08,Completed,Bank Transfer,9.99
11617,5862,105,2024-06-08,Completed,PayPal,0.0
11618,6484,107,2024-06-08,Completed,Store Financing,0.0
11619,5080,102,2024-06-08,Completed,PayPal,0.0
11620,6203,101,2024-06-08,Completed,PayPal,24.99
11621,6265,105,2024-06-08,Completed,Bank Transfer,0.0
11622,6339,103,2024-06-08,Completed,Bank Transfer,0.0
11623,5597,102,2024-06-08,Completed,Bank Transfer,0.0
11624,6411,108,2024-06-08,Completed,Credit Card,0.0
11625,5605,102,2024-06-08,Completed,Credit Card,0.0
11626,6417,101,2024-06-08,Completed,Apple Pay,24.99
11627,5251,101,2024-06-08,Completed,PayPal,14.99
11628,5738,101,2024-06-08,Completed,Bank Transfer,24.99
11629,5318,107,2024-06-08,Completed,Apple Pay,0.0
11630,6491,101,2024-06-08,Completed,Apple Pay,9.99
11631,5209,102,2024-06-09,Completed,Store Financing,0.0
11632,6298,101,2024-06-09,Completed,Apple Pay,9.99
11633,5021,104,2024-06-09,Completed,Store Financing,0.0
11634,5202,103,2024-06-09,Completed,Apple Pay,0.0
11635,6210,105,2024-06-09,Completed,Store Financing,0.0
11636,5675,101,2024-06-09,Completed,Store Financing,9.99
11637,5274,101,2024-06-09,Returned,PayPal,24.99
11638,6020,101,2024-06-09,Completed,Apple Pay,24.99
11639,5298,101,2024-06-09,Cancelled,Apple Pay,9.99
11640,5065,101,2024-06-10,Completed,Store Financing,14.99
11641,6321,101,2024-06-10,Completed,PayPal,24.99
11642,5987,108,2024-06-10,Completed,Store Financing,0.0
11643,6247,101,2024-06-10,Completed,Apple Pay,24.99
11644,5587,101,2024-06-10,Completed,PayPal,0.0
11645,5587,101,2024-06-10,Completed,Credit Card,0.0
11646,5932,102,2024-06-10,Completed,PayPal,0.0
11647,5986,101,2024-06-10,Completed,Credit Card,0.0
11648,5360,105,2024-06-10,Completed,Store Financing,0.0
11649,5298,105,2024-06-10,Completed,Bank Transfer,0.0
11650,6172,107,2024-06-10,Completed,Bank Transfer,0.0
11651,6057,103,2024-06-11,Completed,Bank Transfer,0.0
11652,6141,101,2024-06-11,Completed,PayPal,0.0
11653,6441,106,2024-06-11,Completed,Bank Transfer,0.0
11654,6285,101,2024-06-11,Completed,PayPal,24.99
11655,6386,101,2024-06-11,Completed,Credit Card,0.0
11656,6450,105,2024-06-11,Completed,Bank Transfer,0.0
11657,6282,101,2024-06-11,Completed,PayPal,9.99
11658,6491,101,2024-06-11,Completed,Bank Transfer,0.0
11659,5025,101,2024-06-11,Completed,Credit Card,9.99
11660,6399,101,2024-06-11,Completed,Store Financing,0.0
11661,6050,101,2024-06-11,Completed,Credit Card,24.99
11662,5614,108,2024-06-12,Completed,Credit Card,0.0
11663,5188,104,2024-06-12,Returned,Store Financing,0.0
11664,6441,106,2024-06-12,Completed,Store Financing,0.0
11665,5357,101,2024-06-12,Completed,Credit Card,9.99
11666,5597,101,2024-06-12,Completed,Store Financing,24.99
11667,5897,104,2024-06-12,Completed,Credit Card,0.0
11668,5298,101,2024-06-12,Completed,Credit Card,0.0
11669,5482,101,2024-06-13,Completed,Apple Pay,14.99
11670,5209,101,2024-06-13,Completed,PayPal,0.0
11671,5959,107,2024-06-13,Completed,Store Financing,0.0
11672,6387,101,2024-06-13,Completed,PayPal,24.99
11673,6374,106,2024-06-13,Completed,Apple Pay,0.0
11674,5464,104,2024-06-13,Completed,Apple Pay,0.0
11675,6171,102,2024-06-13,Completed,Store Financing,0.0
11676,5271,107,2024-06-14,Completed,Apple Pay,0.0
11677,6163,101,2024-06-14,Completed,Bank Transfer,24.99
11678,5738,101,2024-06-14,Completed,Credit Card,9.99
11679,5956,105,2024-06-14,Completed,Apple Pay,0.0
11680,5450,101,2024-06-14,Completed,Apple Pay,9.99
11681,5421,103,2024-06-14,Completed,Apple Pay,0.0
11682,5235,101,2024-06-14,Completed,PayPal,24.99
11683,5986,101,2024-06-14,Completed,Apple Pay,24.99
11684,5274,101,2024-06-14,Completed,PayPal,14.99
11685,5168,104,2024-06-14,Completed,Store Financing,0.0
11686,5162,101,2024-06-15,Completed,PayPal,9.99
11687,5861,102,2024-06-15,Completed,Store Financing,0.0
11688,5215,107,2024-06-15,Completed,Bank Transfer,0.0
11689,5927,101,2024-06-15,Completed,Apple Pay,24.99
11690,5298,101,2024-06-15,Cancelled,PayPal,0.0
11691,5638,101,2024-06-15,Completed,Apple Pay,24.99
11692,6399,101,2024-06-15,Completed,Apple Pay,14.99
11693,5757,103,2024-06-15,Completed,Bank Transfer,0.0
11694,5734,106,2024-06-15,Completed,Apple Pay,0.0
11695,5410,101,2024-06-15,Completed,Store Financing,14.99
11696,6326,101,2024-06-15,Completed,Bank Transfer,0.0
11697,6447,105,2024-06-15,Completed,Store Financing,0.0
11698,5860,101,2024-06-16,Completed,Apple Pay,24.99
11699,5355,101,2024-06-16,Completed,PayPal,0.0
11700,5100,105,2024-06-16,Completed,Credit Card,0.0
11701,5346,101,2024-06-16,Completed,PayPal,24.99
11702,5862,101,2024-06-16,Completed,Bank Transfer,0.0
11703,5271,101,2024-06-16,Completed,Bank Transfer,24.99
11704,5143,101,2024-06-16,Completed,PayPal,24.99
11705,6170,101,2024-06-16,Completed,Bank Transfer,24.99
11706,5605,102,2024-06-16,Completed,PayPal,0.0
11707,6387,101,2024-06-16,Completed,Bank Transfer,24.99
11708,5587,106,2024-06-16,Completed,PayPal,0.0
11709,5869,101,2024-06-16,Completed,Store Financing,24.99
11710,5229,105,2024-06-16,Completed,PayPal,0.0
11711,5593,102,2024-06-16,Completed,Apple Pay,0.0
11712,5630,101,2024-06-16,Completed,Bank Transfer,24.99
11713,5737,103,2024-06-16,Completed,Apple Pay,0.0
11714,5561,102,2024-06-17,Completed,Store Financing,0.0
11715,5789,105,2024-06-17,Completed,Store Financing,0.0
11716,5271,107,2024-06-17,Completed,Apple Pay,0.0
11717,5792,101,2024-06-17,Completed,Apple Pay,24.99
11718,6411,101,2024-06-17,Completed,PayPal,9.99
11719,5875,101,2024-06-17,Completed,Store Financing,24.99
11720,5235,101,2024-06-17,Completed,Bank Transfer,14.99
11721,5630,101,2024-06-18,Completed,Apple Pay,0.0
11722,5363,103,2024-06-18,Returned,Bank Transfer,0.0
11723,5290,101,2024-06-18,Completed,Store Financing,24.99
11724,5456,101,2024-06-18,Completed,PayPal,9.99
11725,6326,101,2024-06-18,Completed,Credit Card,24.99
11726,5555,102,2024-06-18,Completed,Apple Pay,0.0
11727,6051,101,2024-06-18,Completed,Apple Pay,0.0
11728,5346,103,2024-06-19,Completed,PayPal,0.0
11729,6011,101,2024-06-19,Returned,Bank Transfer,24.99
11730,5587,105,2024-06-19,Completed,Store Financing,0.0
11731,6489,101,2024-06-19,Completed,Apple Pay,14.99
11732,5346,101,2024-06-19,Cancelled,Apple Pay,0.0
11733,6442,101,2024-06-19,Completed,Store Financing,9.99
11734,5630,101,2024-06-19,Completed,Store Financing,9.99
11735,6124,101,2024-06-19,Completed,Credit Card,9.99
11736,5459,101,2024-06-19,Returned,Bank Transfer,14.99
11737,5954,101,2024-06-19,Completed,Bank Transfer,0.0
11738,6247,103,2024-06-19,Completed,Bank Transfer,0.0
11739,6442,101,2024-06-19,Completed,Apple Pay,0.0
11740,6491,101,2024-06-19,Completed,Store Financing,14.99
11741,6352,101,2024-06-19,Returned,Apple Pay,14.99
11742,5833,102,2024-06-19,Completed,Store Financing,0.0
11743,6010,101,2024-06-19,Completed,Store Financing,14.99
11744,6375,101,2024-06-19,Completed,Store Financing,9.99
11745,5908,101,2024-06-20,Completed,Credit Card,9.99
11746,5392,102,2024-06-20,Completed,Apple Pay,0.0
11747,6251,101,2024-06-20,Completed,Store Financing,14.99
11748,5858,102,2024-06-20,Completed,Store Financing,0.0
11749,6114,101,2024-06-20,Completed,Credit Card,24.99
11750,5660,102,2024-06-20,Completed,Store Financing,0.0
11751,5363,103,2024-06-20,Completed,Bank Transfer,0.0
11752,6081,102,2024-06-20,Completed,Store Financing,0.0
11753,6360,104,2024-06-20,Completed,Credit Card,0.0
11754,5638,101,2024-06-20,Completed,PayPal,24.99
11755,5197,101,2024-06-20,Returned,Credit Card,9.99
11756,6021,101,2024-06-20,Completed,Apple Pay,9.99
11757,5479,108,2024-06-20,Completed,Apple Pay,0.0
11758,5669,101,2024-06-21,Completed,Apple Pay,14.99
11759,5850,101,2024-06-21,Completed,PayPal,14.99
11760,6170,101,2024-06-21,Completed,Bank Transfer,14.99
11761,6170,101,2024-06-21,Completed,Bank Transfer,24.99
11762,6169,107,2024-06-21,Returned,Credit Card,0.0
11763,5907,103,2024-06-21,Completed,Bank Transfer,0.0
11764,5636,101,2024-06-21,Cancelled,Credit Card,9.99
11765,5337,101,2024-06-21,Returned,Apple Pay,14.99
11766,5895,101,2024-06-21,Completed,Bank Transfer,24.99
11767,5994,101,2024-06-21,Completed,Store Financing,14.99
11768,5768,101,2024-06-21,Completed,Store Financing,14.99
11769,6029,101,2024-06-21,Completed,Bank Transfer,24.99
11770,5076,104,2024-06-22,Completed,Credit Card,0.0
11771,5460,102,2024-06-22,Completed,PayPal,0.0
11772,5964,101,2024-06-22,Completed,PayPal,9.99
11773,5125,101,2024-06-22,Completed,Credit Card,0.0
11774,6474,101,2024-06-22,Completed,Apple Pay,24.99
11775,5505,101,2024-06-22,Completed,Apple Pay,24.99
11776,6441,105,2024-06-22,Completed,Credit Card,0.0
11777,5034,101,2024-06-22,Completed,PayPal,0.0
11778,5475,106,2024-06-22,Completed,Store Financing,0.0
11779,5561,102,2024-06-22,Completed,Credit Card,0.0
11780,5143,101,2024-06-22,Completed,Store Financing,0.0
11781,5312,101,2024-06-22,Completed,Store Financing,0.0
11782,6381,101,2024-06-23,Completed,PayPal,14.99
11783,6281,101,2024-06-23,Completed,Credit Card,24.99
11784,6399,101,2024-06-23,Completed,Bank Transfer,9.99
11785,6408,101,2024-06-23,Completed,Apple Pay,14.99
11786,5833,102,2024-06-23,Completed,Bank Transfer,0.0
11787,5063,103,2024-06-23,Cancelled,PayPal,0.0
11788,5874,108,2024-06-23,Completed,Apple Pay,0.0
11789,5455,101,2024-06-23,Completed,Apple Pay,24.99
11790,6453,102,2024-06-23,Completed,Bank Transfer,0.0
11791,6172,101,2024-06-23,Completed,Apple Pay,0.0
11792,6474,102,2024-06-23,Completed,Credit Card,0.0
11793,5114,101,2024-06-23,Completed,Apple Pay,14.99
11794,5775,101,2024-06-23,Completed,Store Financing,9.99
11795,6282,101,2024-06-23,Completed,Store Financing,0.0
11796,5652,103,2024-06-23,Cancelled,PayPal,0.0
11797,6033,101,2024-06-23,Completed,Bank Transfer,0.0
11798,5784,102,2024-06-24,Completed,Store Financing,0.0
11799,5482,102,2024-06-24,Completed,Store Financing,0.0
11800,6277,102,2024-06-24,Cancelled,PayPal,0.0
11801,6016,101,2024-06-24,Completed,Store Financing,9.99
11802,6033,101,2024-06-24,Completed,Bank Transfer,24.99
11803,5658,101,2024-06-24,Completed,Apple Pay,24.99
11804,6230,101,2024-06-24,Completed,PayPal,9.99
11805,6283,101,2024-06-24,Completed,Credit Card,0.0
11806,6175,105,2024-06-24,Completed,Bank Transfer,0.0
11807,5114,101,2024-06-24,Completed,Credit Card,9.99
11808,5315,101,2024-06-25,Completed,Bank Transfer,9.99
11809,5459,103,2024-06-25,Completed,PayPal,0.0
11810,5460,102,2024-06-25,Completed,Apple Pay,0.0
11811,5625,101,2024-06-25,Completed,Store Financing,0.0
11812,5224,101,2024-06-25,Completed,Credit Card,0.0
11813,5186,101,2024-06-25,Completed,Credit Card,9.99
11814,6018,101,2024-06-25,Completed,Apple Pay,9.99
11815,6172,108,2024-06-25,Cancelled,Bank Transfer,0.0
11816,6453,102,2024-06-25,Completed,Credit Card,0.0
11817,5346,101,2024-06-25,Completed,Store Financing,14.99
11818,5750,107,2024-06-25,Completed,Bank Transfer,0.0
11819,5155,101,2024-06-25,Completed,Bank Transfer,9.99
11820,5840,101,2024-06-25,Completed,Credit Card,0.0
11821,5544,104,2024-06-26,Completed,Store Financing,0.0
11822,5077,101,2024-06-26,Completed,Apple Pay,9.99
11823,5129,108,2024-06-26,Completed,Apple Pay,0.0
11824,6480,105,2024-06-26,Completed,Bank Transfer,0.0
11825,5603,101,2024-06-26,Completed,Bank Transfer,14.99
11826,6262,101,2024-06-26,Completed,PayPal,9.99
11827,6337,101,2024-06-26,Cancelled,Bank Transfer,0.0
11828,5216,101,2024-06-26,Completed,Bank Transfer,0.0
11829,5231,101,2024-06-26,Completed,Credit Card,0.0
11830,6247,101,2024-06-26,Completed,Credit Card,9.99
11831,5466,101,2024-06-26,Completed,Credit Card,24.99
11832,5454,101,2024-06-26,Completed,Apple Pay,24.99
11833,5606,101,2024-06-26,Completed,Store Financing,9.99
11834,5219,101,2024-06-26,Completed,Apple Pay,9.99
11835,6388,101,2024-06-26,Completed,PayPal,9.99
11836,6455,101,2024-06-26,Completed,Apple Pay,24.99
11837,6500,101,2024-06-27,Completed,Apple Pay,9.99
11838,5208,104,2024-06-27,Completed,Bank Transfer,0.0
11839,6498,107,2024-06-27,Completed,PayPal,0.0
11840,5427,105,2024-06-27,Completed,Store Financing,0.0
11841,6429,101,2024-06-27,Completed,PayPal,24.99
11842,6468,108,2024-06-27,Completed,Store Financing,0.0
11843,6339,101,2024-06-27,Completed,Credit Card,14.99
11844,5208,104,2024-06-27,Completed,Store Financing,0.0
11845,5789,101,2024-06-27,Completed,Bank Transfer,14.99
11846,5636,107,2024-06-27,Completed,PayPal,0.0
11847,5063,101,2024-06-27,Completed,Apple Pay,9.99
11848,6227,103,2024-06-28,Completed,Store Financing,0.0
11849,6230,101,2024-06-28,Completed,Bank Transfer,0.0
11850,6050,101,2024-06-28,Completed,Credit Card,9.99
11851,6119,103,2024-06-28,Completed,Apple Pay,0.0
11852,5927,101,2024-06-28,Completed,PayPal,24.99
11853,5481,101,2024-06-28,Completed,PayPal,0.0
11854,5126,101,2024-06-28,Completed,Bank Transfer,14.99
11855,5601,101,2024-06-28,Completed,Credit Card,9.99
11856,6006,107,2024-06-28,Completed,Apple Pay,0.0
11857,5491,101,2024-06-28,Completed,Apple Pay,24.99
11858,6399,101,2024-06-28,Completed,Credit Card,0.0
11859,5147,106,2024-06-29,Completed,Credit Card,0.0
11860,5156,101,2024-06-29,Completed,Store Financing,24.99
11861,5464,101,2024-06-29,Completed,Credit Card,9.99
11862,5460,101,2024-06-29,Completed,Apple Pay,14.99
11863,6120,101,2024-06-29,Completed,Credit Card,24.99
11864,5855,101,2024-06-29,Completed,PayPal,0.0
11865,5173,105,2024-06-29,Completed,Bank Transfer,0.0
11866,6073,107,2024-06-29,Completed,Store Financing,0.0
11867,6150,101,2024-06-29,Completed,Store Financing,24.99
11868,6498,101,2024-06-29,Completed,Store Financing,14.99
11869,6026,102,2024-06-29,Completed,Apple Pay,0.0
11870,5170,101,2024-06-29,Completed,Store Financing,24.99
11871,5306,103,2024-06-29,Cancelled,Credit Card,0.0
11872,6455,101,2024-06-29,Returned,Credit Card,9.99
11873,5614,101,2024-06-29,Completed,Apple Pay,0.0
11874,5080,101,2024-06-30,Completed,Bank Transfer,24.99
11875,5349,101,2024-06-30,Cancelled,Store Financing,24.99
11876,5822,101,2024-06-30,Completed,Bank Transfer,0.0
11877,5658,102,2024-06-30,Completed,PayPal,0.0
11878,5147,105,2024-06-30,Completed,Credit Card,0.0
11879,5025,101,2024-06-30,Completed,Apple Pay,9.99
11880,5155,101,2024-06-30,Completed,PayPal,9.99
11881,5652,101,2024-06-30,Completed,Credit Card,9.99
11882,6172,101,2024-06-30,Completed,Credit Card,0.0
11883,5306,101,2024-06-30,Completed,Store Financing,24.99
11884,5208,101,2024-06-30,Completed,Store Financing,0.0
11885,5652,104,2024-06-30,Completed,PayPal,0.0
11886,5070,101,2024-06-30,Completed,Bank Transfer,14.99
11887,5382,101,2024-06-30,Completed,Bank Transfer,0.0
11888,5395,105,2024-06-30,Completed,Store Financing,0.0
11889,6175,101,2024-06-30,Completed,Bank Transfer,24.99
11890,5043,101,2024-06-30,Completed,Store Financing,0.0
11891,5334,101,2024-06-30,Completed,PayPal,24.99
11892,5421,101,2024-06-30,Completed,Bank Transfer,14.99
11893,5895,101,2024-07-01,Completed,PayPal,14.99
11894,5065,101,2024-07-01,Completed,PayPal,14.99
11895,6137,107,2024-07-01,Completed,Bank Transfer,0.0
11896,5080,101,2024-07-01,Completed,Bank Transfer,24.99
11897,6248,102,2024-07-01,Completed,PayPal,0.0
11898,5928,101,2024-07-01,Completed,PayPal,14.99
11899,6489,101,2024-07-01,Completed,Store Financing,14.99
11900,5287,106,2024-07-01,Completed,PayPal,0.0
11901,6262,104,2024-07-01,Completed,PayPal,0.0
11902,6119,101,2024-07-01,Completed,PayPal,24.99
11903,5658,101,2024-07-01,Completed,Bank Transfer,9.99
11904,5002,101,2024-07-02,Completed,Apple Pay,24.99
11905,5635,101,2024-07-02,Completed,Bank Transfer,24.99
11906,5219,105,2024-07-02,Completed,PayPal,0.0
11907,5349,108,2024-07-02,Returned,Apple Pay,0.0
11908,6360,103,2024-07-02,Completed,Store Financing,0.0
11909,5943,103,2024-07-02,Completed,Credit Card,0.0
11910,6448,101,2024-07-02,Completed,PayPal,9.99
11911,6033,108,2024-07-02,Returned,Credit Card,0.0
11912,5561,101,2024-07-02,Completed,Credit Card,14.99
11913,6336,108,2024-07-02,Completed,Bank Transfer,0.0
11914,6011,101,2024-07-02,Completed,Apple Pay,24.99
11915,5561,102,2024-07-02,Completed,Bank Transfer,0.0
11916,6177,101,2024-07-02,Completed,Credit Card,14.99
11917,6247,101,2024-07-02,Completed,Apple Pay,9.99
11918,5275,108,2024-07-02,Completed,Apple Pay,0.0
11919,5650,106,2024-07-03,Completed,Apple Pay,0.0
11920,5201,105,2024-07-03,Completed,Credit Card,0.0
11921,5625,101,2024-07-03,Completed,Store Financing,14.99
11922,6442,105,2024-07-03,Completed,PayPal,0.0
11923,5747,101,2024-07-03,Completed,PayPal,0.0
11924,5943,101,2024-07-03,Completed,Bank Transfer,14.99
11925,5987,107,2024-07-03,Completed,Apple Pay,0.0
11926,5645,101,2024-07-03,Completed,Bank Transfer,14.99
11927,5915,104,2024-07-03,Completed,Store Financing,0.0
11928,5428,101,2024-07-03,Completed,Credit Card,14.99
11929,5648,101,2024-07-03,Completed,Store Financing,9.99
11930,5077,101,2024-07-03,Completed,Credit Card,14.99
11931,6464,101,2024-07-03,Completed,Bank Transfer,24.99
11932,5371,107,2024-07-03,Completed,Bank Transfer,0.0
11933,5274,105,2024-07-03,Completed,PayPal,0.0
11934,5021,101,2024-07-04,Completed,Apple Pay,24.99
11935,6037,101,2024-07-04,Completed,Store Financing,0.0
11936,5159,101,2024-07-04,Completed,Store Financing,14.99
11937,6313,104,2024-07-04,Completed,Store Financing,0.0
11938,5185,108,2024-07-04,Completed,Apple Pay,0.0
11939,6033,101,2024-07-04,Completed,PayPal,0.0
11940,5388,102,2024-07-04,Completed,Bank Transfer,0.0
11941,5188,101,2024-07-05,Completed,Bank Transfer,14.99
11942,5605,101,2024-07-05,Completed,Apple Pay,9.99
11943,6454,101,2024-07-05,Completed,Bank Transfer,9.99
11944,5271,101,2024-07-05,Completed,Credit Card,9.99
11945,5063,101,2024-07-05,Completed,PayPal,14.99
11946,5215,101,2024-07-05,Completed,Credit Card,0.0
11947,6326,101,2024-07-05,Completed,Store Financing,24.99
11948,5350,101,2024-07-05,Completed,Apple Pay,0.0
11949,5080,102,2024-07-05,Completed,Credit Card,0.0
11950,5125,101,2024-07-05,Completed,Bank Transfer,14.99
11951,6033,101,2024-07-05,Completed,Credit Card,14.99
11952,6500,101,2024-07-05,Completed,PayPal,9.99
11953,6228,104,2024-07-05,Completed,Apple Pay,0.0
11954,5328,103,2024-07-05,Completed,PayPal,0.0
11955,6228,103,2024-07-05,Completed,Apple Pay,0.0
11956,6365,101,2024-07-05,Completed,Store Financing,24.99
11957,5466,104,2024-07-06,Completed,Credit Card,0.0
11958,5426,101,2024-07-06,Completed,Bank Transfer,14.99
11959,6411,107,2024-07-06,Completed,Credit Card,0.0
11960,5389,101,2024-07-06,Completed,Credit Card,14.99
11961,6429,102,2024-07-06,Completed,Credit Card,0.0
11962,5227,101,2024-07-06,Completed,Apple Pay,14.99
11963,5577,105,2024-07-06,Completed,PayPal,0.0
11964,5628,101,2024-07-06,Completed,Apple Pay,9.99
11965,5466,101,2024-07-06,Completed,PayPal,9.99
11966,6021,101,2024-07-06,Completed,PayPal,14.99
11967,5869,101,2024-07-06,Completed,Bank Transfer,14.99
11968,6196,101,2024-07-06,Completed,Apple Pay,0.0
11969,5862,101,2024-07-06,Completed,Apple Pay,0.0
11970,6396,101,2024-07-07,Completed,PayPal,9.99
11971,5597,101,2024-07-07,Completed,PayPal,24.99
11972,6175,101,2024-07-07,Completed,PayPal,24.99
