item_id,order_id,product_id,quantity,unit_price,discount_percent
52637,11385,1020,2,310.0,0.15
52638,11386,1015,1,890.0,0.0
52639,11386,1007,1,75.0,0.25
52640,11386,1005,1,55.0,0.15
52641,11386,1001,1,450.0,0.15
52642,11387,1004,1,160.0,0.0
52643,11387,1013,1,95.0,0.05
52644,11388,1005,2,55.0,0.0
52645,11388,1001,1,450.0,0.0
52646,11389,1002,4,680.0,0.0
52647,11390,1007,1,75.0,0.0
52648,11390,1019,1,260.0,0.0
52649,11390,1016,1,210.0,0.0
52650,11390,1013,1,95.0,0.05
52651,11391,1019,1,260.0,0.0
52652,11392,1013,1,95.0,0.1
52653,11393,1006,1,130.0,0.15
52654,11393,1005,1,55.0,0.0
52655,11393,1011,1,520.0,0.0
52656,11394,1015,1,890.0,0.15
52657,11395,1002,1,680.0,0.0
52658,11395,1009,1,320.0,0.05
52659,11396,1014,1,149.0,0.1
52660,11397,1018,2,175.0,0.05
52661,11397,1010,1,119.0,0.1
52662,11398,1013,1,95.0,0.15
52663,11399,1006,2,130.0,0.0
52664,11400,1009,1,320.0,0.0
52665,11400,1004,1,160.0,0.0
52666,11400,1008,1,240.0,0.05
52667,11401,1020,2,310.0,0.05
52668,11401,1005,1,55.0,0.1
52669,11401,1011,2,520.0,0.15
52670,11402,1002,1,680.0,0.0
52671,11403,1018,1,175.0,0.0
52672,11404,1004,1,160.0,0.0
52673,11405,1019,1,260.0,0.15
52674,11406,1017,1,45.0,0.0
52675,11406,1015,1,890.0,0.0
52676,11407,1005,1,55.0,0.1
52677,11408,1001,1,450.0,0.3
52678,11408,1008,1,240.0,0.0
52679,11409,1004,1,160.0,0.05
52680,11410,1003,1,89.0,0.05
52681,11410,1001,2,450.0,0.05
52682,11410,1013,3,95.0,0.15
52683,11410,1019,1,260.0,0.0
52684,11411,1018,1,175.0,0.05
52685,11412,1002,1,680.0,0.0
52686,11413,1010,1,119.0,0.1
52687,11413,1018,1,175.0,0.1
52688,11414,1011,2,520.0,0.1
52689,11414,1019,2,260.0,0.15
52690,11415,1003,2,89.0,0.2
52691,11415,1015,1,890.0,0.0
52692,11415,1004,2,160.0,0.0
52693,11415,1014,1,149.0,0.15
52694,11416,1008,1,240.0,0.1
52695,11417,1006,1,130.0,0.3
52696,11418,1001,2,450.0,0.15
52697,11419,1013,3,95.0,0.0
52698,11420,1015,1,890.0,0.05
52699,11420,1008,3,240.0,0.2
52700,11421,1005,2,55.0,0.1
52701,11421,1007,2,75.0,0.1
52702,11422,1013,1,95.0,0.0
52703,11422,1018,1,175.0,0.2
52704,11422,1015,1,890.0,0.1
52705,11423,1002,1,680.0,0.0
52706,11424,1018,1,175.0,0.0
52707,11424,1015,3,890.0,0.05
52708,11424,1001,1,450.0,0.0
52709,11425,1004,4,160.0,0.0
52710,11425,1018,1,175.0,0.15
52711,11426,1006,1,130.0,0.0
52712,11427,1011,1,520.0,0.05
52713,11428,1020,1,310.0,0.0
52714,11428,1017,1,45.0,0.0
52715,11428,1003,1,89.0,0.0
52716,11429,1013,1,95.0,0.05
52717,11429,1019,1,260.0,0.1
52718,11430,1007,1,75.0,0.05
52719,11430,1003,1,89.0,0.0
52720,11431,1014,3,149.0,0.15
52721,11431,1012,1,49.0,0.0
52722,11432,1003,1,89.0,0.2
52723,11433,1008,1,240.0,0.0
52724,11433,1001,2,450.0,0.05
52725,11434,1020,1,310.0,0.05
52726,11435,1019,1,260.0,0.15
52727,11436,1018,2,175.0,0.15
52728,11436,1005,1,55.0,0.1
52729,11436,1013,1,95.0,0.0
52730,11437,1011,1,520.0,0.05
52731,11437,1006,1,130.0,0.15
52732,11437,1014,2,149.0,0.05
52733,11437,1009,1,320.0,0.05
52734,11438,1006,1,130.0,0.15
52735,11438,1016,1,210.0,0.15
52736,11439,1008,1,240.0,0.2
52737,11439,1015,3,890.0,0.05
52738,11439,1006,1,130.0,0.0
52739,11439,1004,1,160.0,0.0
52740,11440,1020,1,310.0,0.25
52741,11441,1012,2,49.0,0.0
52742,11441,1016,1,210.0,0.1
52743,11442,1003,1,89.0,0.0
52744,11443,1017,1,45.0,0.25
52745,11444,1012,3,49.0,0.0
52746,11445,1012,3,49.0,0.0
52747,11445,1013,3,95.0,0.05
52748,11446,1008,2,240.0,0.0
52749,11446,1006,1,130.0,0.15
52750,11447,1012,1,49.0,0.0
52751,11447,1010,1,119.0,0.0
52752,11448,1016,1,210.0,0.1
52753,11449,1007,1,75.0,0.1
52754,11449,1013,1,95.0,0.05
52755,11449,1011,1,520.0,0.15
52756,11450,1020,1,310.0,0.15
52757,11450,1010,1,119.0,0.0
52758,11451,1001,4,450.0,0.0
52759,11452,1007,1,75.0,0.1
52760,11453,1007,1,75.0,0.3
52761,11454,1007,2,75.0,0.0
52762,11455,1013,1,95.0,0.05
52763,11456,1004,1,160.0,0.0
52764,11456,1011,1,520.0,0.0
52765,11457,1004,1,160.0,0.0
52766,11458,1007,1,75.0,0.1
52767,11459,1005,3,55.0,0.0
52768,11459,1018,2,175.0,0.0
52769,11460,1009,1,320.0,0.25
52770,11461,1011,1,520.0,0.1
52771,11462,1011,2,520.0,0.15
52772,11463,1018,1,175.0,0.0
52773,11463,1017,1,45.0,0.0
52774,11463,1001,1,450.0,0.1
52775,11464,1011,3,520.0,0.05
52776,11465,1012,1,49.0,0.05
52777,11466,1015,2,890.0,0.0
52778,11466,1019,1,260.0,0.15
52779,11467,1004,1,160.0,0.05
52780,11468,1002,1,680.0,0.15
52781,11468,1004,1,160.0,0.15
52782,11468,1012,1,49.0,0.05
52783,11468,1006,1,130.0,0.1
52784,11469,1019,1,260.0,0.15
52785,11469,1017,1,45.0,0.3
52786,11470,1019,1,260.0,0.2
52787,11470,1016,1,210.0,0.05
52788,11471,1008,1,240.0,0.2
52789,11471,1007,1,75.0,0.2
52790,11471,1017,1,45.0,0.05
52791,11471,1016,1,210.0,0.2
52792,11472,1009,3,320.0,0.0
52793,11472,1008,1,240.0,0.0
52794,11473,1019,1,260.0,0.0
52795,11474,1011,1,520.0,0.0
52796,11475,1001,1,450.0,0.1
52797,11475,1009,2,320.0,0.0
52798,11476,1015,3,890.0,0.0
52799,11476,1019,2,260.0,0.0
52800,11477,1016,1,210.0,0.2
52801,11478,1007,1,75.0,0.0
52802,11478,1002,1,680.0,0.05
52803,11478,1015,3,890.0,0.0
52804,11479,1001,1,450.0,0.0
52805,11479,1016,1,210.0,0.0
52806,11480,1007,1,75.0,0.1
52807,11481,1008,2,240.0,0.25
52808,11481,1003,2,89.0,0.1
52809,11482,1011,2,520.0,0.0
52810,11483,1005,1,55.0,0.05
52811,11484,1014,1,149.0,0.0
52812,11485,1016,1,210.0,0.0
52813,11485,1013,1,95.0,0.0
52814,11486,1001,1,450.0,0.0
52815,11486,1014,1,149.0,0.15
52816,11487,1001,1,450.0,0.0
52817,11487,1012,1,49.0,0.05
52818,11488,1011,1,520.0,0.15
52819,11488,1019,1,260.0,0.0
52820,11488,1020,1,310.0,0.0
52821,11489,1005,1,55.0,0.1
52822,11490,1014,1,149.0,0.0
52823,11490,1002,1,680.0,0.0
52824,11491,1015,1,890.0,0.05
52825,11492,1007,1,75.0,0.05
52826,11493,1003,1,89.0,0.0
52827,11494,1006,2,130.0,0.15
52828,11494,1019,1,260.0,0.0
52829,11495,1014,1,149.0,0.0
52830,11496,1015,1,890.0,0.15
52831,11496,1009,1,320.0,0.1
52832,11497,1018,1,175.0,0.0
52833,11497,1005,1,55.0,0.1
52834,11497,1002,1,680.0,0.15
52835,11498,1010,1,119.0,0.05
52836,11498,1009,1,320.0,0.0
52837,11499,1014,2,149.0,0.25
52838,11499,1001,1,450.0,0.1
52839,11499,1020,1,310.0,0.15
52840,11500,1009,1,320.0,0.2
52841,11500,1016,1,210.0,0.05
52842,11501,1002,1,680.0,0.2
52843,11501,1014,1,149.0,0.1
52844,11502,1002,2,680.0,0.0
52845,11503,1013,1,95.0,0.0
52846,11504,1016,3,210.0,0.1
52847,11505,1006,1,130.0,0.05
52848,11505,1009,4,320.0,0.1
52849,11505,1005,1,55.0,0.15
52850,11506,1018,1,175.0,0.05
52851,11506,1009,1,320.0,0.05
52852,11506,1020,2,310.0,0.05
52853,11506,1001,1,450.0,0.1
52854,11506,1015,1,890.0,0.0
52855,11507,1002,1,680.0,0.25
52856,11507,1010,1,119.0,0.15
52857,11507,1008,1,240.0,0.05
52858,11508,1011,1,520.0,0.2
52859,11508,1003,1,89.0,0.0
52860,11509,1012,1,49.0,0.0
52861,11509,1001,1,450.0,0.0
52862,11510,1001,4,450.0,0.0
52863,11511,1003,1,89.0,0.0
52864,11512,1012,1,49.0,0.15
52865,11512,1003,1,89.0,0.0
52866,11512,1007,1,75.0,0.05
52867,11512,1008,2,240.0,0.15
52868,11513,1013,2,95.0,0.0
52869,11513,1001,1,450.0,0.0
52870,11514,1017,1,45.0,0.0
52871,11514,1010,1,119.0,0.1
52872,11514,1013,1,95.0,0.0
52873,11515,1002,1,680.0,0.0
52874,11516,1009,1,320.0,0.0
52875,11517,1004,1,160.0,0.25
52876,11518,1009,1,320.0,0.05
52877,11518,1014,1,149.0,0.0
52878,11518,1019,2,260.0,0.0
52879,11518,1017,1,45.0,0.0
52880,11519,1007,1,75.0,0.2
52881,11519,1009,1,320.0,0.15
52882,11520,1012,1,49.0,0.15
52883,11521,1006,2,130.0,0.0
52884,11522,1020,2,310.0,0.15
52885,11522,1005,1,55.0,0.1
52886,11522,1003,1,89.0,0.1
52887,11523,1015,1,890.0,0.1
52888,11523,1004,1,160.0,0.05
52889,11524,1006,1,130.0,0.1
52890,11525,1006,2,130.0,0.15
52891,11525,1014,1,149.0,0.1
52892,11525,1015,1,890.0,0.05
52893,11526,1011,1,520.0,0.1
52894,11527,1020,2,310.0,0.0
52895,11528,1020,1,310.0,0.0
52896,11528,1014,1,149.0,0.0
52897,11529,1001,1,450.0,0.0
52898,11529,1004,3,160.0,0.0
52899,11530,1017,2,45.0,0.25
52900,11530,1001,1,450.0,0.0
52901,11531,1002,1,680.0,0.0
52902,11532,1006,1,130.0,0.1
52903,11532,1010,1,119.0,0.0
52904,11533,1001,1,450.0,0.15
52905,11534,1011,1,520.0,0.0
52906,11535,1014,1,149.0,0.15
52907,11536,1003,3,89.0,0.2
52908,11537,1011,2,520.0,0.0
52909,11537,1009,1,320.0,0.0
52910,11537,1013,1,95.0,0.1
52911,11537,1017,1,45.0,0.2
52912,11538,1006,2,130.0,0.05
52913,11538,1018,2,175.0,0.15
52914,11538,1019,1,260.0,0.15
52915,11539,1010,2,119.0,0.2
52916,11539,1005,1,55.0,0.1
52917,11540,1017,1,45.0,0.3
52918,11540,1015,1,890.0,0.0
52919,11541,1015,1,890.0,0.1
52920,11541,1003,1,89.0,0.0
52921,11541,1001,1,450.0,0.0
52922,11542,1006,2,130.0,0.1
52923,11542,1007,1,75.0,0.05
52924,11542,1005,2,55.0,0.0
52925,11543,1005,2,55.0,0.0
52926,11544,1015,1,890.0,0.15
52927,11544,1001,1,450.0,0.15
52928,11544,1010,1,119.0,0.0
52929,11545,1010,1,119.0,0.1
52930,11546,1010,1,119.0,0.2
52931,11546,1009,1,320.0,0.1
52932,11547,1003,1,89.0,0.1
52933,11547,1006,1,130.0,0.05
52934,11548,1008,1,240.0,0.0
52935,11548,1009,2,320.0,0.15
52936,11548,1011,1,520.0,0.0
52937,11549,1003,1,89.0,0.15
52938,11550,1008,1,240.0,0.2
52939,11550,1017,1,45.0,0.1
52940,11551,1018,2,175.0,0.0
52941,11552,1007,2,75.0,0.0
52942,11552,1015,1,890.0,0.0
52943,11552,1009,1,320.0,0.05
52944,11553,1012,1,49.0,0.1
52945,11553,1014,2,149.0,0.05
52946,11553,1020,1,310.0,0.1
52947,11553,1015,1,890.0,0.05
52948,11554,1013,1,95.0,0.1
52949,11554,1005,1,55.0,0.0
52950,11555,1020,3,310.0,0.1
52951,11555,1012,1,49.0,0.2
52952,11556,1017,1,45.0,0.0
52953,11556,1020,2,310.0,0.05
52954,11556,1006,1,130.0,0.0
52955,11556,1003,2,89.0,0.0
52956,11557,1012,1,49.0,0.0
52957,11558,1010,1,119.0,0.2
52958,11558,1001,1,450.0,0.0
52959,11558,1006,2,130.0,0.05
52960,11559,1006,1,130.0,0.1
52961,11560,1016,2,210.0,0.1
52962,11560,1009,2,320.0,0.0
52963,11560,1003,1,89.0,0.0
52964,11560,1005,2,55.0,0.0
52965,11561,1008,2,240.0,0.05
52966,11561,1009,1,320.0,0.0
52967,11562,1014,1,149.0,0.05
52968,11563,1006,1,130.0,0.2
52969,11564,1019,2,260.0,0.1
52970,11565,1017,1,45.0,0.1
52971,11565,1003,1,89.0,0.05
52972,11566,1003,1,89.0,0.05
52973,11566,1007,1,75.0,0.15
52974,11567,1013,4,95.0,0.25
52975,11567,1016,1,210.0,0.1
52976,11567,1002,1,680.0,0.05
52977,11568,1017,1,45.0,0.0
52978,11568,1016,2,210.0,0.0
52979,11569,1005,1,55.0,0.1
52980,11569,1012,1,49.0,0.0
52981,11570,1007,1,75.0,0.25
52982,11571,1015,2,890.0,0.1
52983,11571,1001,1,450.0,0.15
52984,11571,1007,1,75.0,0.05
52985,11572,1020,2,310.0,0.25
52986,11573,1015,1,890.0,0.05
52987,11574,1019,1,260.0,0.0
52988,11574,1016,1,210.0,0.0
52989,11574,1003,1,89.0,0.0
52990,11575,1018,1,175.0,0.1
52991,11576,1001,1,450.0,0.0
52992,11576,1019,2,260.0,0.0
52993,11577,1012,4,49.0,0.0
52994,11577,1011,1,520.0,0.0
52995,11578,1017,1,45.0,0.1
52996,11578,1006,1,130.0,0.15
52997,11578,1008,1,240.0,0.2
52998,11578,1014,2,149.0,0.0
52999,11579,1015,1,890.0,0.0
53000,11580,1004,1,160.0,0.15
53001,11581,1010,1,119.0,0.2
53002,11581,1007,1,75.0,0.1
53003,11582,1003,1,89.0,0.05
53004,11582,1020,1,310.0,0.15
53005,11582,1017,1,45.0,0.15
53006,11583,1017,1,45.0,0.15
53007,11583,1008,2,240.0,0.2
53008,11584,1001,1,450.0,0.0
53009,11584,1007,1,75.0,0.05
53010,11584,1010,2,119.0,0.0
53011,11584,1009,1,320.0,0.0
53012,11584,1011,1,520.0,0.05
53013,11585,1008,2,240.0,0.05
53014,11585,1017,1,45.0,0.0
53015,11585,1013,1,95.0,0.2
53016,11586,1017,1,45.0,0.0
53017,11587,1015,1,890.0,0.05
53018,11587,1001,1,450.0,0.0
53019,11587,1007,1,75.0,0.15
53020,11588,1009,1,320.0,0.1
53021,11588,1001,1,450.0,0.0
53022,11588,1008,2,240.0,0.25
53023,11589,1016,2,210.0,0.0
53024,11590,1006,1,130.0,0.0
53025,11591,1003,4,89.0,0.15
53026,11592,1011,1,520.0,0.0
53027,11593,1010,1,119.0,0.1
53028,11594,1004,2,160.0,0.15
53029,11595,1019,1,260.0,0.1
53030,11595,1010,2,119.0,0.0
53031,11595,1018,1,175.0,0.1
53032,11596,1018,1,175.0,0.05
53033,11596,1007,2,75.0,0.05
53034,11596,1019,2,260.0,0.05
53035,11597,1014,1,149.0,0.25
53036,11597,1011,1,520.0,0.15
53037,11597,1013,1,95.0,0.1
53038,11597,1009,2,320.0,0.15
53039,11598,1017,1,45.0,0.15
53040,11598,1009,1,320.0,0.15
53041,11599,1013,1,95.0,0.05
53042,11600,1019,1,260.0,0.1
53043,11601,1017,1,45.0,0.3
53044,11601,1018,1,175.0,0.25
53045,11601,1011,1,520.0,0.15
53046,11601,1006,1,130.0,0.05
53047,11602,1006,1,130.0,0.0
53048,11603,1006,1,130.0,0.1
53049,11603,1020,1,310.0,0.1
53050,11604,1012,1,49.0,0.0
53051,11604,1007,1,75.0,0.2
53052,11605,1001,2,450.0,0.15
53053,11605,1020,2,310.0,0.0
53054,11605,1007,1,75.0,0.0
53055,11605,1016,1,210.0,0.0
53056,11605,1019,1,260.0,0.15
53057,11606,1016,2,210.0,0.15
53058,11607,1014,1,149.0,0.1
53059,11607,1016,2,210.0,0.2
53060,11608,1009,1,320.0,0.0
53061,11608,1011,1,520.0,0.05
53062,11608,1013,1,95.0,0.15
53063,11609,1019,1,260.0,0.2
53064,11609,1012,1,49.0,0.0
53065,11610,1013,2,95.0,0.05
53066,11610,1008,3,240.0,0.0
53067,11610,1002,1,680.0,0.2
53068,11610,1007,3,75.0,0.0
53069,11610,1005,1,55.0,0.2
53070,11611,1002,1,680.0,0.0
53071,11611,1013,1,95.0,0.05
53072,11611,1008,1,240.0,0.0
53073,11612,1017,1,45.0,0.0
53074,11613,1019,1,260.0,0.0
53075,11614,1019,1,260.0,0.05
53076,11615,1007,1,75.0,0.2
53077,11616,1012,1,49.0,0.25
53078,11616,1013,1,95.0,0.1
53079,11617,1019,1,260.0,0.15
53080,11618,1013,1,95.0,0.2
53081,11618,1018,1,175.0,0.0
53082,11619,1016,1,210.0,0.0
53083,11620,1011,1,520.0,0.0
53084,11621,1017,1,45.0,0.0
53085,11622,1019,1,260.0,0.05
53086,11623,1007,1,75.0,0.0
53087,11623,1003,1,89.0,0.0
53088,11623,1012,1,49.0,0.05
53089,11624,1001,1,450.0,0.0
53090,11625,1015,1,890.0,0.0
53091,11626,1018,1,175.0,0.15
53092,11627,1005,2,55.0,0.05
53093,11628,1015,1,890.0,0.1
53094,11629,1020,1,310.0,0.0
53095,11629,1010,1,119.0,0.05
53096,11630,1002,1,680.0,0.0
53097,11631,1015,1,890.0,0.1
53098,11631,1007,1,75.0,0.05
53099,11632,1003,1,89.0,0.0
53100,11632,1014,1,149.0,0.0
53101,11633,1001,1,450.0,0.0
53102,11634,1015,1,890.0,0.05
53103,11634,1018,1,175.0,0.0
53104,11634,1007,1,75.0,0.0
53105,11634,1016,1,210.0,0.1
53106,11635,1012,1,49.0,0.1
53107,11636,1014,3,149.0,0.15
53108,11636,1020,1,310.0,0.05
53109,11637,1002,1,680.0,0.1
53110,11637,1011,1,520.0,0.05
53111,11637,1005,1,55.0,0.3
53112,11638,1019,1,260.0,0.15
53113,11639,1012,1,49.0,0.1
53114,11639,1002,1,680.0,0.05
53115,11639,1013,1,95.0,0.0
53116,11640,1004,1,160.0,0.0
53117,11641,1017,1,45.0,0.0
53118,11642,1010,1,119.0,0.0
53119,11643,1019,1,260.0,0.15
53120,11644,1002,1,680.0,0.25
53121,11644,1008,1,240.0,0.05
53122,11644,1013,1,95.0,0.2
53123,11645,1010,1,119.0,0.0
53124,11645,1004,1,160.0,0.0
53125,11645,1011,1,520.0,0.15
53126,11646,1011,2,520.0,0.0
53127,11646,1001,1,450.0,0.05
53128,11647,1001,2,450.0,0.0
53129,11647,1003,1,89.0,0.2
53130,11647,1006,1,130.0,0.05
53131,11647,1010,2,119.0,0.15
53132,11647,1012,1,49.0,0.1
53133,11648,1012,2,49.0,0.0
53134,11648,1002,1,680.0,0.1
53135,11649,1015,1,890.0,0.05
53136,11650,1010,1,119.0,0.0
53137,11651,1005,1,55.0,0.0
53138,11652,1009,1,320.0,0.2
53139,11652,1002,2,680.0,0.05
53140,11653,1013,1,95.0,0.0
53141,11653,1005,1,55.0,0.05
53142,11654,1005,2,55.0,0.3
53143,11654,1002,1,680.0,0.15
53144,11654,1008,3,240.0,0.05
53145,11655,1002,1,680.0,0.2
53146,11655,1003,1,89.0,0.0
53147,11656,1008,1,240.0,0.05
53148,11656,1007,2,75.0,0.1
53149,11656,1002,1,680.0,0.15
53150,11657,1010,2,119.0,0.0
53151,11658,1019,1,260.0,0.05
53152,11658,1013,1,95.0,0.25
53153,11658,1004,1,160.0,0.0
53154,11659,1001,1,450.0,0.0
53155,11659,1017,1,45.0,0.1
53156,11659,1004,1,160.0,0.0
53157,11660,1003,1,89.0,0.15
53158,11660,1016,1,210.0,0.0
53159,11660,1004,1,160.0,0.0
53160,11661,1011,2,520.0,0.2
53161,11662,1005,1,55.0,0.0
53162,11662,1009,1,320.0,0.0
53163,11663,1006,1,130.0,0.05
53164,11663,1011,1,520.0,0.1
53165,11663,1007,2,75.0,0.0
53166,11663,1010,1,119.0,0.15
53167,11664,1010,1,119.0,0.05
53168,11665,1013,1,95.0,0.15
53169,11665,1005,1,55.0,0.15
53170,11665,1015,1,890.0,0.05
53171,11665,1020,2,310.0,0.0
53172,11666,1002,1,680.0,0.05
53173,11666,1004,2,160.0,0.15
53174,11667,1016,1,210.0,0.15
53175,11667,1005,1,55.0,0.0
53176,11667,1007,3,75.0,0.0
53177,11668,1017,1,45.0,0.2
53178,11668,1010,1,119.0,0.0
53179,11669,1001,1,450.0,0.0
53180,11669,1011,1,520.0,0.15
53181,11669,1008,1,240.0,0.1
53182,11669,1010,2,119.0,0.2
53183,11670,1009,2,320.0,0.15
53184,11670,1003,1,89.0,0.15
53185,11670,1020,1,310.0,0.0
53186,11671,1016,1,210.0,0.1
53187,11671,1019,1,260.0,0.0
53188,11671,1018,2,175.0,0.0
53189,11672,1019,1,260.0,0.0
53190,11672,1017,1,45.0,0.0
53191,11673,1014,1,149.0,0.05
53192,11674,1016,1,210.0,0.0
53193,11675,1010,1,119.0,0.15
53194,11676,1008,1,240.0,0.0
53195,11677,1009,1,320.0,0.05
53196,11678,1016,1,210.0,0.1
53197,11678,1010,1,119.0,0.0
53198,11679,1007,1,75.0,0.05
53199,11680,1004,1,160.0,0.0
53200,11681,1004,1,160.0,0.0
53201,11682,1012,3,49.0,0.0
53202,11682,1015,1,890.0,0.1
53203,11682,1010,1,119.0,0.15
53204,11682,1009,1,320.0,0.05
53205,11683,1014,2,149.0,0.05
53206,11684,1010,1,119.0,0.05
53207,11685,1017,1,45.0,0.1
53208,11685,1020,1,310.0,0.0
53209,11686,1020,1,310.0,0.1
53210,11687,1004,4,160.0,0.05
53211,11688,1015,1,890.0,0.0
53212,11688,1016,1,210.0,0.0
53213,11689,1015,1,890.0,0.15
53214,11690,1006,1,130.0,0.15
53215,11690,1018,1,175.0,0.2
53216,11690,1005,1,55.0,0.25
53217,11691,1009,1,320.0,0.0
53218,11692,1014,1,149.0,0.15
53219,11692,1019,2,260.0,0.05
53220,11693,1008,1,240.0,0.0
53221,11694,1009,2,320.0,0.1
53222,11694,1019,1,260.0,0.1
53223,11695,1009,1,320.0,0.0
53224,11696,1001,1,450.0,0.15
53225,11696,1010,1,119.0,0.05
53226,11697,1019,2,260.0,0.15
53227,11697,1012,2,49.0,0.15
53228,11698,1010,1,119.0,0.0
53229,11699,1018,2,175.0,0.2
53230,11699,1010,1,119.0,0.1
53231,11699,1006,1,130.0,0.15
53232,11699,1014,2,149.0,0.0
53233,11700,1004,1,160.0,0.1
53234,11701,1016,1,210.0,0.2
53235,11701,1006,1,130.0,0.05
53236,11701,1003,2,89.0,0.05
53237,11701,1009,2,320.0,0.15
53238,11701,1001,2,450.0,0.15
53239,11702,1016,1,210.0,0.1
53240,11703,1008,1,240.0,0.25
53241,11703,1013,1,95.0,0.05
53242,11704,1010,1,119.0,0.0
53243,11705,1009,1,320.0,0.1
53244,11705,1012,1,49.0,0.0
53245,11705,1016,2,210.0,0.05
53246,11705,1004,1,160.0,0.1
53247,11705,1019,1,260.0,0.1
53248,11706,1006,1,130.0,0.15
53249,11706,1014,1,149.0,0.0
53250,11707,1002,1,680.0,0.05
53251,11707,1017,3,45.0,0.1
53252,11707,1011,4,520.0,0.05
53253,11708,1014,1,149.0,0.0
53254,11708,1009,1,320.0,0.15
53255,11708,1019,1,260.0,0.2
53256,11708,1016,2,210.0,0.05
53257,11708,1002,1,680.0,0.2
53258,11709,1009,2,320.0,0.1
53259,11710,1015,2,890.0,0.2
53260,11711,1016,1,210.0,0.05
53261,11712,1008,1,240.0,0.0
53262,11713,1002,2,680.0,0.0
53263,11714,1017,1,45.0,0.15
53264,11715,1009,1,320.0,0.0
53265,11716,1011,2,520.0,0.1
53266,11716,1004,1,160.0,0.0
53267,11716,1002,2,680.0,0.0
53268,11717,1014,1,149.0,0.3
53269,11717,1009,3,320.0,0.05
53270,11718,1007,1,75.0,0.1
53271,11718,1019,2,260.0,0.15
53272,11718,1016,2,210.0,0.0
53273,11718,1009,2,320.0,0.0
53274,11719,1018,1,175.0,0.2
53275,11720,1015,1,890.0,0.05
53276,11720,1016,1,210.0,0.3
53277,11721,1012,1,49.0,0.05
53278,11721,1006,1,130.0,0.2
53279,11721,1014,1,149.0,0.05
53280,11721,1002,1,680.0,0.05
53281,11722,1013,2,95.0,0.1
53282,11723,1020,1,310.0,0.1
53283,11724,1017,1,45.0,0.2
53284,11724,1015,1,890.0,0.25
53285,11725,1012,2,49.0,0.0
53286,11725,1004,1,160.0,0.25
53287,11725,1001,1,450.0,0.15
53288,11726,1007,1,75.0,0.0
53289,11726,1001,2,450.0,0.0
53290,11727,1009,1,320.0,0.0
53291,11727,1005,1,55.0,0.0
53292,11727,1016,1,210.0,0.2
53293,11728,1002,2,680.0,0.1
53294,11728,1015,1,890.0,0.05
53295,11728,1012,2,49.0,0.0
53296,11728,1014,1,149.0,0.0
53297,11728,1001,2,450.0,0.0
53298,11729,1008,1,240.0,0.1
53299,11730,1001,3,450.0,0.0
53300,11731,1002,1,680.0,0.0
53301,11731,1006,1,130.0,0.2
53302,11731,1015,1,890.0,0.05
53303,11732,1005,1,55.0,0.1
53304,11733,1002,2,680.0,0.15
53305,11733,1010,1,119.0,0.0
53306,11733,1017,3,45.0,0.2
53307,11734,1012,2,49.0,0.1
53308,11734,1015,1,890.0,0.15
53309,11734,1016,1,210.0,0.15
53310,11734,1019,1,260.0,0.0
53311,11735,1007,2,75.0,0.05
53312,11735,1017,1,45.0,0.0
53313,11736,1012,1,49.0,0.05
53314,11737,1011,1,520.0,0.0
53315,11738,1010,1,119.0,0.0
53316,11739,1010,1,119.0,0.15
53317,11739,1017,2,45.0,0.15
53318,11739,1018,1,175.0,0.1
53319,11740,1011,1,520.0,0.2
53320,11741,1007,2,75.0,0.1
53321,11741,1012,1,49.0,0.0
53322,11742,1011,1,520.0,0.05
53323,11743,1006,1,130.0,0.2
53324,11744,1019,1,260.0,0.1
53325,11744,1008,1,240.0,0.0
53326,11744,1016,1,210.0,0.0
53327,11745,1019,1,260.0,0.2
53328,11746,1001,1,450.0,0.05
53329,11746,1013,2,95.0,0.2
53330,11747,1003,3,89.0,0.15
53331,11748,1002,3,680.0,0.0
53332,11748,1020,1,310.0,0.0
53333,11748,1011,1,520.0,0.15
53334,11748,1010,2,119.0,0.0
53335,11749,1007,1,75.0,0.0
53336,11749,1020,2,310.0,0.1
53337,11749,1012,2,49.0,0.0
53338,11749,1016,2,210.0,0.1
53339,11749,1014,1,149.0,0.05
53340,11750,1011,1,520.0,0.0
53341,11751,1008,1,240.0,0.0
53342,11751,1020,1,310.0,0.15
53343,11752,1019,3,260.0,0.1
53344,11753,1002,1,680.0,0.0
53345,11753,1012,1,49.0,0.0
53346,11753,1019,1,260.0,0.0
53347,11753,1007,1,75.0,0.0
53348,11753,1003,1,89.0,0.0
53349,11754,1006,1,130.0,0.2
53350,11754,1001,1,450.0,0.1
53351,11755,1010,1,119.0,0.15
53352,11755,1015,1,890.0,0.05
53353,11756,1018,1,175.0,0.1
53354,11756,1008,1,240.0,0.0
53355,11757,1014,1,149.0,0.1
53356,11758,1006,1,130.0,0.05
53357,11758,1010,1,119.0,0.2
53358,11759,1011,1,520.0,0.05
53359,11760,1005,1,55.0,0.15
53360,11761,1019,1,260.0,0.05
53361,11762,1018,2,175.0,0.0
53362,11762,1006,2,130.0,0.0
53363,11763,1006,1,130.0,0.0
53364,11763,1002,1,680.0,0.0
53365,11764,1016,1,210.0,0.3
53366,11764,1010,3,119.0,0.05
53367,11765,1011,1,520.0,0.1
53368,11765,1015,1,890.0,0.15
53369,11766,1001,2,450.0,0.0
53370,11766,1002,2,680.0,0.0
53371,11767,1020,1,310.0,0.05
